"REF_DATE","GEO","DGUID","Type of grain","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-02","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4185385","","","","0"
"2015-03","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4739751","","","","0"
"2015-04","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3991464","","","","0"
"2015-05","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3596704","","","","0"
"2015-06","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4309998","","","","0"
"2015-07","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4451737","","","","0"
"2015-08","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3508190","","","","0"
"2015-09","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5773473","","","","0"
"2015-10","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4211317","","","","0"
"2015-11","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4280910","","","","0"
"2015-12","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4935911","","","","0"
"2016-01","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4118696","","","","0"
"2016-02","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4073474","","","","0"
"2016-03","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4849055","","","","0"
"2016-04","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3450702","","","","0"
"2016-05","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","2800245","","","","0"
"2016-06","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4457924","","","","0"
"2016-07","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3985604","","","","0"
"2016-08","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3865528","","","","0"
"2016-09","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5298781","","","","0"
"2016-10","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4022717","","","","0"
"2016-11","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5710445","","","","0"
"2016-12","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3890452","","","","0"
"2017-01","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4270284","","","","0"
"2017-02","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3858639","","","","0"
"2017-03","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5110914","","","","0"
"2017-04","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3877512","","","","0"
"2017-05","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","2909464","","","","0"
"2017-06","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5871125","","","","0"
"2017-07","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4148873","","","","0"
"2017-08","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4460315","","","","0"
"2017-09","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5249812","","","","0"
"2017-10","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4162523","","","","0"
"2017-11","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5407644","","","","0"
"2017-12","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3696222","","","","0"
"2018-01","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4977137","","","","0"
"2018-02","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3564363","","","","0"
"2018-03","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4065090","","","","0"
"2018-04","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3792480","","","","0"
"2018-05","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3917394","","","","0"
"2018-06","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4493105","","","","0"
"2018-07","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4195534","","","","0"
"2018-08","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4831208","","","","0"
"2018-09","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4797764","","","","0"
"2018-10","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4825356","","","","0"
"2018-11","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5510060","","","","0"
"2018-12","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4200377","","","","0"
"2019-01","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5113449","","","","0"
"2019-02","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3855199","","","","0"
"2019-03","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4062184","","","","0"
"2019-04","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4110968","","","","0"
"2019-05","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4502642","","","","0"
"2019-06","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4023298","","","","0"
"2019-07","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3974769","","","","0"
"2019-08","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","3665812","","","","0"
"2019-09","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4571036","","","","0"
"2019-10","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","6819004","","","","0"
"2019-11","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4634760","","","","0"
"2019-12","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","5428464","","","","0"
"2020-01","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4247239","","","","0"
"2020-02","Canada","2016A000011124","All grains, total","Tonnes","288","units","0","v32861680","7.1","4021026","","","","0"
"2015-02","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2427511","","","","0"
"2015-03","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2309818","","","","0"
"2015-04","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2162058","","","","0"
"2015-05","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2032364","","","","0"
"2015-06","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2415357","","","","0"
"2015-07","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2431691","","","","0"
"2015-08","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2135768","","","","0"
"2015-09","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2854653","","","","0"
"2015-10","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1974924","","","","0"
"2015-11","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2303643","","","","0"
"2015-12","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2602948","","","","0"
"2016-01","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2191800","","","","0"
"2016-02","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1962137","","","","0"
"2016-03","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2495134","","","","0"
"2016-04","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1495713","","","","0"
"2016-05","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1203650","","","","0"
"2016-06","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2304852","","","","0"
"2016-07","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2127209","","","","0"
"2016-08","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2116619","","","","0"
"2016-09","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2357497","","","","0"
"2016-10","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1878587","","","","0"
"2016-11","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2671565","","","","0"
"2016-12","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1797174","","","","0"
"2017-01","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2009980","","","","0"
"2017-02","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1836546","","","","0"
"2017-03","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2662476","","","","0"
"2017-04","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1892679","","","","0"
"2017-05","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1521784","","","","0"
"2017-06","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","3412479","","","","0"
"2017-07","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2356157","","","","0"
"2017-08","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2689678","","","","0"
"2017-09","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2130351","","","","0"
"2017-10","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1778209","","","","0"
"2017-11","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2633434","","","","0"
"2017-12","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1610425","","","","0"
"2018-01","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2491392","","","","0"
"2018-02","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1737028","","","","0"
"2018-03","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1905564","","","","0"
"2018-04","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1778419","","","","0"
"2018-05","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1998713","","","","0"
"2018-06","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2383347","","","","0"
"2018-07","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2597556","","","","0"
"2018-08","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2968480","","","","0"
"2018-09","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2339764","","","","0"
"2018-10","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2025087","","","","0"
"2018-11","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2831730","","","","0"
"2018-12","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2291592","","","","0"
"2019-01","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2586523","","","","0"
"2019-02","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1991051","","","","0"
"2019-03","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2333110","","","","0"
"2019-04","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2254795","","","","0"
"2019-05","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2420156","","","","0"
"2019-06","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2153203","","","","0"
"2019-07","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1990954","","","","0"
"2019-08","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1835163","","","","0"
"2019-09","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2448911","","","","0"
"2019-10","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","3104005","","","","0"
"2019-11","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2387456","","","","0"
"2019-12","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2571925","","","","0"
"2020-01","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","2061194","","","","0"
"2020-02","Canada","2016A000011124","Wheat, total","Tonnes","288","units","0","v32861681","7.2","1991924","","","","0"
"2015-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1832318","","","","0"
"2015-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1946106","","","","0"
"2015-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1881165","","","","0"
"2015-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1825243","","","","0"
"2015-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2210548","","","","0"
"2015-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2188503","","","","0"
"2015-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1913112","","","","0"
"2015-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2319521","","","","0"
"2015-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1510167","","","","0"
"2015-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1780814","","","","0"
"2015-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1989546","","","","0"
"2016-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1663838","","","","0"
"2016-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1580019","","","","0"
"2016-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2078356","","","","0"
"2016-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1276595","","","","0"
"2016-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","994018","","","","0"
"2016-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1980752","","","","0"
"2016-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1860174","","","","0"
"2016-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1877299","","","","0"
"2016-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2020470","","","","0"
"2016-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1447293","","","","0"
"2016-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1946759","","","","0"
"2016-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1358910","","","","0"
"2017-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1554673","","","","0"
"2017-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1503065","","","","0"
"2017-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2116602","","","","0"
"2017-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1442279","","","","0"
"2017-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1217228","","","","0"
"2017-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2708599","","","","0"
"2017-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1948340","","","","0"
"2017-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2310124","","","","0"
"2017-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1875739","","","","0"
"2017-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1476955","","","","0"
"2017-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2140246","","","","0"
"2017-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1294980","","","","0"
"2018-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1930054","","","","0"
"2018-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1461744","","","","0"
"2018-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1572472","","","","0"
"2018-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1542045","","","","0"
"2018-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1753432","","","","0"
"2018-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1892737","","","","0"
"2018-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2109956","","","","0"
"2018-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2572561","","","","0"
"2018-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2061815","","","","0"
"2018-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1762818","","","","0"
"2018-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2388915","","","","0"
"2018-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2021692","","","","0"
"2019-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2123532","","","","0"
"2019-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1525248","","","","0"
"2019-03","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1861710","","","","0"
"2019-04","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1803295","","","","0"
"2019-05","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1973961","","","","0"
"2019-06","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1693603","","","","0"
"2019-07","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1489565","","","","0"
"2019-08","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1590942","","","","0"
"2019-09","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2057549","","","","0"
"2019-10","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2525657","","","","0"
"2019-11","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1833794","","","","0"
"2019-12","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","2128725","","","","0"
"2020-01","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1763568","","","","0"
"2020-02","Canada","2016A000011124","Wheat, excluding durum","Tonnes","288","units","0","v32861682","7.3","1621283","","","","0"
"2015-02","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","595193","","","","0"
"2015-03","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","363712","","","","0"
"2015-04","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","280893","","","","0"
"2015-05","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","207121","","","","0"
"2015-06","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","204809","","","","0"
"2015-07","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","243188","","","","0"
"2015-08","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","222656","","","","0"
"2015-09","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","535132","","","","0"
"2015-10","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","464757","","","","0"
"2015-11","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","522829","","","","0"
"2015-12","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","613402","","","","0"
"2016-01","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","527962","","","","0"
"2016-02","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","382118","","","","0"
"2016-03","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","416778","","","","0"
"2016-04","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","219118","","","","0"
"2016-05","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","209632","","","","0"
"2016-06","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","324100","","","","0"
"2016-07","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","267035","","","","0"
"2016-08","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","239320","","","","0"
"2016-09","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","337027","","","","0"
"2016-10","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","431294","","","","0"
"2016-11","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","724806","","","","0"
"2016-12","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","438264","","","","0"
"2017-01","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","455307","","","","0"
"2017-02","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","333481","","","","0"
"2017-03","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","545874","","","","0"
"2017-04","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","450400","","","","0"
"2017-05","Canada","2016A000011124","Durum wheat","Tonnes","288","units","0","v32861683","7.4","304556","","","","0"
